value,segments,language,borrowing_score,age_label
puing,"['p', 'u', 'i', 'ŋ']",Indonesian,1.0,Modern
reruntuhan,"['r', 'e', 'r', 'u', 'n', 't', 'u', 'h', 'a', 'n']",Indonesian,1.0,Modern
mengumpulkan,"['m', 'e', 'ŋ', 'u', 'm', 'p', 'u', 'l', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
memungut,"['m', 'e', 'm', 'u', 'ŋ', 'u', 't']",Indonesian,0.0,Prehistorical
menumpukkan,"['m', 'e', 'n', 'u', 'm', 'p', 'u', 'k', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menimbun(kan),"['m', 'e', 'n', 'i', 'm', 'b', 'u', 'n', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menggabung(kan),"['m', 'e', 'ŋ', 'g', 'a', 'b', 'u', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
memisahkan,"['m', 'e', 'm', 'i', 's', 'a', 'h', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menceraikan,"['m', 'e', 'ɲ', 'e', 'r', 'a', 'i', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
membagi,"['m', 'e', 'm', 'b', 'a', 'g', 'i']",Indonesian,1.0,Early Malay
membuka,"['m', 'e', 'm', 'b', 'u', 'k', 'a']",Indonesian,0.0,Prehistorical
menutup,"['m', 'e', 'n', 'u', 't', 'u', 'p']",Indonesian,0.0,Prehistorical
menutup(i),"['m', 'e', 'n', 'u', 't', 'u', 'p', 'i']",Indonesian,0.0,Prehistorical
menyembunyikan,"['m', 'e', 'ɲ', 'e', 'm', 'b', 'u', 'ɲ', 'i', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
tinggi,"['t', 'i', 'ŋ', 'g', 'i']",Indonesian,0.0,Prehistorical
rendah,"['r', 'e', 'n', 'd', 'a', 'h']",Indonesian,0.0,Prehistorical
puncak,"['p', 'u', 'ɲ', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
dasar,"['d', 'a', 's', 'a', 'r']",Indonesian,0.0,Prehistorical
ujung,"['u', 'dʒ', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
runcing,"['r', 'u', 'ɲ', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
tepi,"['t', 'e', 'p', 'i']",Indonesian,0.0,Prehistorical
sisi,"['s', 'i', 's', 'i']",Indonesian,0.0,Prehistorical
samping,"['s', 'a', 'm', 'p', 'i', 'ŋ']",Indonesian,1.0,Modern
segi,"['s', 'e', 'g', 'i']",Indonesian,0.0,Prehistorical
tengah,"['t', 'e', 'ŋ', 'a', 'h']",Indonesian,0.0,Prehistorical
kanan,"['k', 'a', 'n', 'a', 'n']",Indonesian,0.0,Prehistorical
kiri,"['k', 'i', 'r', 'i']",Indonesian,0.0,Prehistorical
dekat,"['d', 'e', 'k', 'a', 't']",Indonesian,0.0,Prehistorical
jauh,"['dʒ', 'a', 'u', 'h']",Indonesian,0.0,Prehistorical
timur,"['t', 'i', 'm', 'u', 'r']",Indonesian,0.0,Prehistorical
barat,"['b', 'a', 'r', 'a', 't']",Indonesian,0.0,Prehistorical
utara,"['u', 't', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
paksina,"['p', 'a', 'k', 's', 'i', 'n', 'a']",Indonesian,0.0,Early Malay
selatan,"['s', 'e', 'l', 'a', 't', 'a', 'n']",Indonesian,0.0,Prehistorical
daksina,"['d', 'a', 'k', 's', 'i', 'n', 'a']",Indonesian,1.0,Early Malay
tumbuh,"['t', 'u', 'm', 'b', 'u', 'h']",Indonesian,0.0,Prehistorical
mengukur,"['m', 'e', 'ŋ', 'u', 'k', 'u', 'r']",Indonesian,0.0,Prehistorical
depa,"['d', 'e', 'p', 'a']",Indonesian,0.0,Prehistorical
besar,"['b', 'e', 's', 'a', 'r']",Indonesian,0.0,Prehistorical
kecil,"['k', 'e', 'tʃ', 'i', 'l']",Indonesian,0.0,Prehistorical
panjang,"['p', 'a', 'ɲ', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
tinggi,"['t', 'i', 'ŋ', 'g', 'i']",Indonesian,0.0,Prehistorical
péndék,"['p', 'é/e', 'n', 'd', 'é/e', 'ʔ']",Indonesian,0.0,Prehistorical
lébar,"['l', 'é/e', 'b', 'a', 'r']",Indonesian,0.0,Prehistorical
luas,"['l', 'u', 'a', 's']",Indonesian,0.0,Prehistorical
sempit,"['s', 'e', 'm', 'p', 'i', 't']",Indonesian,0.0,Prehistorical
tebal,"['t', 'e', 'b', 'a', 'l']",Indonesian,0.0,Prehistorical
tipis,"['t', 'i', 'p', 'i', 's']",Indonesian,0.0,Prehistorical
kurus,"['k', 'u', 'r', 'u', 's']",Indonesian,0.0,Prehistorical
langsing,"['l', 'a', 'ŋ', 's', 'i', 'ŋ']",Indonesian,1.0,Modern
dalam,"['d', 'a', 'l', 'a', 'm']",Indonesian,0.0,Prehistorical
dangkal,"['d', 'a', 'ŋ', 'k', 'a', 'l']",Indonesian,0.75,Modern
rata,"['r', 'a', 't', 'a']",Indonesian,0.0,Prehistorical
datar,"['d', 'a', 't', 'a', 'r']",Indonesian,0.0,Modern
gépéng,"['g', 'é/e', 'p', 'é/e', 'ŋ']",Indonesian,1.0,Modern
lurus,"['l', 'u', 'r', 'u', 's']",Indonesian,0.0,Prehistorical
béngkok,"['b', 'é/e', 'ŋ', 'k', 'o', 'ʔ']",Indonesian,0.0,Prehistorical
kait,"['k', 'a', 'i', 't']",Indonesian,0.0,Prehistorical
pojok,"['p', 'o', 'dʒ', 'o', 'ʔ']",Indonesian,1.0,Modern
sudut,"['s', 'u', 'd', 'u', 't']",Indonesian,0.0,Prehistorical
huk,"['h', 'u', 'ʔ']",Indonesian,1.0,Modern
palang,"['p', 'a', 'l', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
segiempat,"['s', 'e', 'g', 'i', 'e', 'm', 'p', 'a', 't']",Indonesian,0.0,Modern
bundar,"['b', 'u', 'n', 'd', 'a', 'r']",Indonesian,0.0,Prehistorical
bulat,"['b', 'u', 'l', 'a', 't']",Indonesian,0.0,Prehistorical
lingkaran,"['l', 'i', 'ŋ', 'k', 'a', 'r', 'a', 'n']",Indonesian,0.0,Prehistorical
bola,"['b', 'o', 'l', 'a']",Indonesian,1.0,Modern
garis,"['g', 'a', 'r', 'i', 's']",Indonesian,1.0,Modern
baris,"['b', 'a', 'r', 'i', 's']",Indonesian,0.0,Prehistorical
"lubang, lobang","['l', 'u', 'b', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
mirip,"['m', 'i', 'r', 'i', 'p']",Indonesian,1.0,Modern
mengubah,"['m', 'e', 'ŋ', 'u', 'b', 'a', 'h']",Indonesian,0.0,Prehistorical
mengganti,"['m', 'e', 'ŋ', 'g', 'a', 'n', 't', 'i']",Indonesian,0.0,Prehistorical
nol,"['n', 'o', 'l']",Indonesian,1.0,Modern
kosong,"['k', 'o', 's', 'o', 'ŋ']",Indonesian,0.0,Prehistorical
satu,"['s', 'a', 't', 'u']",Indonesian,0.25,Early Malay
dua,"['d', 'u', 'a']",Indonesian,0.0,Prehistorical
tiga,"['t', 'i', 'g', 'a']",Indonesian,0.75,Early Malay
empat,"['e', 'm', 'p', 'a', 't']",Indonesian,0.0,Prehistorical
lima,"['l', 'i', 'm', 'a']",Indonesian,0.0,Prehistorical
enam,"['e', 'n', 'a', 'm']",Indonesian,0.0,Prehistorical
tujuh,"['t', 'u', 'dʒ', 'u', 'h']",Indonesian,0.0,Prehistorical
delapan,"['d', 'e', 'l', 'a', 'p', 'a', 'n']",Indonesian,0.0,Prehistorical
sembilan,"['s', 'e', 'm', 'b', 'i', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
sepuluh,"['s', 'e', 'p', 'u', 'l', 'u', 'h']",Indonesian,0.0,Prehistorical
sebelas,"['s', 'e', 'b', 'e', 'l', 'a', 's']",Indonesian,0.5,Early Malay
dua belas,"['d', 'u', 'a', '+', 'b', 'e', 'l', 'a', 's']",Indonesian,0.0,Early Malay
lima belas,"['l', 'i', 'm', 'a', '+', 'b', 'e', 'l', 'a', 's']",Indonesian,0.0,Early Malay
dua puluh,"['d', 'u', 'a', '+', 'p', 'u', 'l', 'u', 'h']",Indonesian,0.0,Prehistorical
seratus,"['s', 'e', 'r', 'a', 't', 'u', 's']",Indonesian,0.0,Prehistorical
seribu,"['s', 'e', 'r', 'i', 'b', 'u']",Indonesian,0.0,Prehistorical
menghitung,"['m', 'e', 'ŋ', 'h', 'i', 't', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
semua,"['s', 'e', 'm', 'u', 'a']",Indonesian,1.0,Early Malay
segala,"['s', 'e', 'g', 'a', 'l', 'a']",Indonesian,1.0,Early Malay
banyak,"['b', 'a', 'ɲ', 'a', 'ʔ']",Indonesian,0.0,Early Malay
lebih,"['l', 'e', 'b', 'i', 'h']",Indonesian,0.0,Prehistorical
lagi,"['l', 'a', 'g', 'i']",Indonesian,0.0,Prehistorical
sedikit,"['s', 'e', 'd', 'i', 'k', 'i', 't']",Indonesian,0.0,Prehistorical
cukup,"['tʃ', 'u', 'k', 'u', 'p']",Indonesian,0.0,Prehistorical
beberapa,"['b', 'e', 'b', 'e', 'r', 'a', 'p', 'a']",Indonesian,0.0,Early Malay
massa,"['m', 'a', 'ss/s', 'a']",Indonesian,1.0,Modern
penuh,"['p', 'e', 'n', 'u', 'h']",Indonesian,0.0,Prehistorical
kosong,"['k', 'o', 's', 'o', 'ŋ']",Indonesian,0.0,Prehistorical
bagian,"['b', 'a', 'g', 'i', 'a', 'n']",Indonesian,0.0,Early Malay
setengah,"['s', 'e', 't', 'e', 'ŋ', 'a', 'h']",Indonesian,0.0,Prehistorical
separo,"['s', 'e', 'p', 'a', 'r', 'o']",Indonesian,1.0,Modern
separuh,"['s', 'e', 'p', 'a', 'r', 'u', 'h']",Indonesian,0.0,Prehistorical
hanya,"['h', 'a', 'ɲ', 'a']",Indonesian,0.0,Prehistorical
cuma,"['tʃ', 'u', 'm', 'a']",Indonesian,1.0,Early Malay
satu-satunya,"['s', 'a', 't', 'u', '+', 's', 'a', 't', 'u', 'ɲ', 'a']",Indonesian,0.0,Early Malay
pertama,"['p', 'e', 'r', 't', 'a', 'm', 'a']",Indonesian,1.0,Early Malay
kesatu,"['k', 'e', 's', 'a', 't', 'u']",Indonesian,0.0,Prehistorical
terakhir,"['t', 'e', 'r', 'a', 'x', 'i', 'r']",Indonesian,0.0,Early Malay
kedua,"['k', 'e', 'd', 'u', 'a']",Indonesian,0.0,Prehistorical
pasang (2),"['p', 'a', 's', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
ketiga,"['k', 'e', 't', 'i', 'g', 'a']",Indonesian,0.0,Early Malay
waktu,"['w', 'a', 'k', 't', 'u']",Indonesian,1.0,Early Malay
masa,"['m', 'a', 's', 'a']",Indonesian,1.0,Early Malay
tempo,"['t', 'e', 'm', 'p', 'o']",Indonesian,1.0,Modern
umur,"['u', 'm', 'u', 'r']",Indonesian,1.0,Early Malay
usia,"['u', 's', 'i', 'a']",Indonesian,1.0,Early Malay
baru,"['b', 'a', 'r', 'u']",Indonesian,0.0,Prehistorical
muda,"['m', 'u', 'd', 'a']",Indonesian,0.0,Prehistorical
tua,"['t', 'u', 'a']",Indonesian,0.0,Prehistorical
awal,"['a', 'w', 'a', 'l']",Indonesian,1.0,Early Malay
dini,"['d', 'i', 'n', 'i']",Indonesian,0.75,Early Malay
lat,"['l', 'a', 't']",Indonesian,1.0,Modern
terlambat,"['t', 'e', 'r', 'l', 'a', 'm', 'b', 'a', 't']",Indonesian,0.0,Early Malay
telat,"['t', 'e', 'l', 'a', 't']",Indonesian,1.0,Modern
sekarang,"['s', 'e', 'k', 'a', 'r', 'a', 'ŋ']",Indonesian,0.0,Early Malay
kini,"['k', 'i', 'n', 'i']",Indonesian,0.0,Early Malay
segera,"['s', 'e', 'g', 'e', 'r', 'a']",Indonesian,1.0,Early Malay
langsung,"['l', 'a', 'ŋ', 's', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
serta-merta,"['s', 'e', 'r', 't', 'a', '+', 'm', 'e', 'r', 't', 'a']",Indonesian,0.0,Early Malay
cepat,"['tʃ', 'e', 'p', 'a', 't']",Indonesian,0.0,Prehistorical
laju,"['l', 'a', 'dʒ', 'u']",Indonesian,0.75,Early Malay
pesat,"['p', 'e', 's', 'a', 't']",Indonesian,0.0,Modern
pelan,"['p', 'e', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
lambat,"['l', 'a', 'm', 'b', 'a', 't']",Indonesian,0.0,Prehistorical
terburu-buru,"['t', 'e', 'r', 'b', 'u', 'r', 'u', '+', 'b', 'u', 'r', 'u']",Indonesian,0.0,Prehistorical
cepat,"['tʃ', 'e', 'p', 'a', 't']",Indonesian,0.0,Prehistorical
tergesa-gesa,"['t', 'e', 'r', 'g', 'e', 's', 'a', '+', 'g', 'e', 's', 'a']",Indonesian,0.0,Prehistorical
bergegas,"['b', 'e', 'r', 'g', 'e', 'g', 'a', 's']",Indonesian,0.0,Prehistorical
telat,"['t', 'e', 'l', 'a', 't']",Indonesian,1.0,Modern
terlambat,"['t', 'e', 'r', 'l', 'a', 'm', 'b', 'a', 't']",Indonesian,0.0,Early Malay
lat,"['l', 'a', 't']",Indonesian,1.0,Modern
memulai,"['m', 'e', 'm', 'u', 'l', 'aɪ']",Indonesian,0.0,Early Malay
berlangsung,"['b', 'e', 'r', 'l', 'a', 'ŋ', 's', 'u', 'ŋ']",Indonesian,0.0,Early Malay
akhir,"['a', 'x', 'i', 'r']",Indonesian,1.0,Early Malay
penghabisan,"['p', 'e', 'ŋ', 'h', 'a', 'b', 'i', 's', 'a', 'n']",Indonesian,0.0,Prehistorical
tamat,"['t', 'a', 'm', 'a', 't']",Indonesian,1.0,Early Malay
penghujung,"['p', 'e', 'ŋ', 'h', 'u', 'dʒ', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
selesai,"['s', 'e', 'l', 'e', 's', 'aɪ']",Indonesian,0.25,Early Malay
berhenti,"['b', 'e', 'r', 'h', 'e', 'n', 't', 'i']",Indonesian,0.0,Prehistorical
siap,"['s', 'i', 'a', 'p']",Indonesian,0.0,Prehistorical
sedia,"['s', 'e', 'd', 'i', 'a']",Indonesian,1.0,Early Malay
selalu,"['s', 'e', 'l', 'a', 'l', 'u']",Indonesian,0.0,Early Malay
"sentiasa, senantiasa","['s', 'e', 'n', 't', 'i', 'a', 's', 'a']",Indonesian,1.0,Early Malay
sering,"['s', 'e', 'r', 'i', 'ŋ']",Indonesian,0.0,Early Malay
acap kali,"['a', 'tʃ', 'a', 'p', '+', 'k', 'a', 'l', 'i']",Indonesian,0.0,Early Malay
kerap kali,"['k', 'e', 'r', 'a', 'p', '+', 'k', 'a', 'l', 'i']",Indonesian,0.0,Early Malay
kadang-kadang,"['k', 'a', 'd', 'a', 'ŋ', '+', 'k', 'a', 'd', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
kadangkala,"['k', 'a', 'd', 'a', 'ŋ', 'k', 'a', 'l', 'a']",Indonesian,0.0,Early Malay
segera,"['s', 'e', 'g', 'e', 'r', 'a']",Indonesian,1.0,Early Malay
lama,"['l', 'a', 'm', 'a']",Indonesian,0.0,Prehistorical
lagi,"['l', 'a', 'g', 'i']",Indonesian,0.0,Prehistorical
semula,"['s', 'e', 'm', 'u', 'l', 'a']",Indonesian,0.0,Early Malay
siang (1),"['s', 'i', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
malam,"['m', 'a', 'l', 'a', 'm']",Indonesian,0.0,Prehistorical
fajar,"['f', 'a', 'dʒ', 'a', 'r']",Indonesian,1.0,Early Malay
subuh,"['s', 'u', 'b', 'u', 'h']",Indonesian,1.0,Early Malay
pagi,"['p', 'a', 'g', 'i']",Indonesian,0.0,Prehistorical
siang (2),"['s', 'i', 'a', 'ŋ']",Indonesian,0.0,Modern
tengah hari,"['t', 'e', 'ŋ', 'a', 'h', '+', 'h', 'a', 'r', 'i']",Indonesian,0.0,Prehistorical
soré,"['s', 'o', 'r', 'é/e']",Indonesian,1.0,Modern
petang,"['p', 'e', 't', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
hari ini,"['h', 'a', 'r', 'i', '+', 'i', 'n', 'i']",Indonesian,0.0,Prehistorical
"bésok, ésok","['b', 'é/e', 's', 'o', 'ʔ']",Indonesian,0.0,Prehistorical
lusa,"['l', 'u', 's', 'a']",Indonesian,0.0,Prehistorical
kemarin,"['k', 'e', 'm', 'a', 'r', 'i', 'n']",Indonesian,0.0,Early Malay
kemarin dulu,"['k', 'e', 'm', 'a', 'r', 'i', 'n', '+', 'd', 'u', 'l', 'u']",Indonesian,0.0,Early Malay
kemarin lusa,"['k', 'e', 'm', 'a', 'r', 'i', 'n', '+', 'l', 'u', 's', 'a']",Indonesian,0.0,Modern
jam,"['dʒ', 'a', 'm']",Indonesian,1.0,Early Malay
jam,"['dʒ', 'a', 'm']",Indonesian,1.0,Early Malay
arloji,"['a', 'r', 'l', 'o', 'dʒ', 'i']",Indonesian,1.0,Modern
minggu,"['m', 'i', 'ŋ', 'g', 'u']",Indonesian,1.0,Modern
pekan (1),"['p', 'e', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
(hari) Minggu,"['h', 'a', 'r', 'i', '+', 'M/m', 'i', 'ŋ', 'g', 'u']",Indonesian,1.0,Modern
(hari) Ahad,"['h', 'a', 'r', 'i', '+', 'A/a', 'h', 'a', 'd']",Indonesian,1.0,Early Malay
Senin,"['S/s', 'e', 'n', 'i', 'n']",Indonesian,1.0,Early Malay
Selasa,"['S/s', 'e', 'l', 'a', 's', 'a']",Indonesian,1.0,Early Malay
Rabu,"['R/r', 'a', 'b', 'u']",Indonesian,1.0,Early Malay
Kamis,"['K/k', 'a', 'm', 'i', 's']",Indonesian,1.0,Early Malay
Jum'at,"['J/dʒ', 'u', 'm', 'ʔ', 'a', 't']",Indonesian,1.0,Early Malay
Sabtu,"['S/s', 'a', 'b', 't', 'u']",Indonesian,1.0,Early Malay
bulan,"['b', 'u', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
tahun,"['t', 'a', 'h', 'u', 'n']",Indonesian,0.0,Prehistorical
musim dingin,"['m', 'u', 's', 'i', 'm', '+', 'd', 'i', 'ŋ', 'i', 'n']",Indonesian,0.0,Early Malay
musim semi,"['m', 'u', 's', 'i', 'm', '+', 's', 'e', 'm', 'i']",Indonesian,0.0,Early Malay
musim panas,"['m', 'u', 's', 'i', 'm', '+', 'p', 'a', 'n', 'a', 's']",Indonesian,0.0,Early Malay
musim gugur,"['m', 'u', 's', 'i', 'm', '+', 'g', 'u', 'g', 'u', 'r']",Indonesian,0.0,Early Malay
musim,"['m', 'u', 's', 'i', 'm']",Indonesian,1.0,Early Malay
"bau, berbau","['b', 'aʊ']",Indonesian,0.0,Prehistorical
berkerut,"['b', 'e', 'r', 'k', 'e', 'r', 'u', 't']",Indonesian,0.0,Prehistorical
keriput,"['k', 'e', 'r', 'i', 'p', 'u', 't']",Indonesian,0.5,Modern
menciumi,"['m', 'e', 'ɲ', 'i', 'u', 'm', 'i']",Indonesian,0.25,Prehistorical
menghidu,"['m', 'e', 'ŋ', 'h', 'i', 'd', 'u']",Indonesian,0.0,Prehistorical
mengendus,"['m', 'e', 'ŋ', 'e', 'n', 'd', 'u', 's']",Indonesian,0.75,Modern
mencium (2),"['m', 'e', 'ɲ', 'i', 'u', 'm']",Indonesian,0.25,Prehistorical
harum,"['h', 'a', 'r', 'u', 'm']",Indonesian,0.0,Prehistorical
wangi,"['w', 'a', 'ŋ', 'i']",Indonesian,1.0,Modern
bau,"['b', 'aʊ']",Indonesian,0.0,Prehistorical
terasa,"['t', 'e', 'r', 'a', 's', 'a']",Indonesian,1.0,Early Malay
manis,"['m', 'a', 'n', 'i', 's']",Indonesian,0.0,Prehistorical
"asin, masin","['a', 's', 'i', 'n']",Indonesian,0.0,Prehistorical
pahit,"['p', 'a', 'h', 'i', 't']",Indonesian,0.0,Prehistorical
"asam, masam","['a', 's', 'a', 'm']",Indonesian,0.0,Prehistorical
kecut,"['k', 'e', 'tʃ', 'u', 't']",Indonesian,1.0,Modern
payau,"['p', 'a', 'j', 'aʊ']",Indonesian,0.0,Prehistorical
mendengar,"['m', 'e', 'n', 'd', 'e', 'ŋ', 'a', 'r']",Indonesian,0.0,Prehistorical
mendengarkan,"['m', 'e', 'n', 'd', 'e', 'ŋ', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
suara,"['s', 'u', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
bunyi,"['b', 'u', 'ɲ', 'i']",Indonesian,0.0,Prehistorical
keras,"['k', 'e', 'r', 'a', 's']",Indonesian,0.0,Prehistorical
sepi,"['s', 'e', 'p', 'i']",Indonesian,1.0,Modern
tenang,"['t', 'e', 'n', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
diam (2),"['d', 'i', 'a', 'm']",Indonesian,0.0,Prehistorical
sunyi,"['s', 'u', 'ɲ', 'i']",Indonesian,0.75,Early Malay
melihat,"['m', 'e', 'l', 'i', 'h', 'a', 't']",Indonesian,0.0,Prehistorical
melihat,"['m', 'e', 'l', 'i', 'h', 'a', 't']",Indonesian,0.0,Prehistorical
menunjukkan,"['m', 'e', 'n', 'u', 'ɲ', 'u', 'k', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
memperlihatkan,"['m', 'e', 'm', 'p', 'e', 'r', 'l', 'i', 'h', 'a', 't', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
bersinar,"['b', 'e', 'r', 's', 'i', 'n', 'a', 'r']",Indonesian,0.0,Prehistorical
mengkilat,"['m', 'e', 'ŋ', 'k', 'i', 'l', 'a', 't']",Indonesian,0.0,Early Malay
bercahaya,"['b', 'e', 'r', 'tʃ', 'a', 'h', 'a', 'j', 'a']",Indonesian,1.0,Early Malay
berkilau,"['b', 'e', 'r', 'k', 'i', 'l', 'aʊ']",Indonesian,0.0,Prehistorical
mengkilap,"['m', 'e', 'ŋ', 'k', 'i', 'l', 'a', 'p']",Indonesian,0.0,Early Malay
menyilaukan,"['m', 'e', 'ɲ', 'i', 'l', 'a', 'u', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
cerah,"['tʃ', 'e', 'r', 'a', 'h']",Indonesian,0.0,Prehistorical
warna,"['w', 'a', 'r', 'n', 'a']",Indonesian,1.0,Early Malay
kelir,"['k', 'e', 'l', 'i', 'r']",Indonesian,1.0,Modern
terang,"['t', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
gelap,"['g', 'e', 'l', 'a', 'p']",Indonesian,0.0,Prehistorical
tua,"['t', 'u', 'a']",Indonesian,0.0,Prehistorical
putih,"['p', 'u', 't', 'i', 'h']",Indonesian,0.0,Prehistorical
hitam,"['h', 'i', 't', 'a', 'm']",Indonesian,0.0,Prehistorical
mérah,"['m', 'é/e', 'r', 'a', 'h']",Indonesian,0.0,Prehistorical
biru,"['b', 'i', 'r', 'u']",Indonesian,0.25,Early Malay
hijau,"['h', 'i', 'dʒ', 'aʊ']",Indonesian,0.0,Prehistorical
kuning,"['k', 'u', 'n', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
menyentuh,"['m', 'e', 'ɲ', 'e', 'n', 't', 'u', 'h']",Indonesian,0.0,Prehistorical
meraba,"['m', 'e', 'r', 'a', 'b', 'a']",Indonesian,0.0,Prehistorical
menyinggung,"['m', 'e', 'ɲ', 'i', 'ŋ', 'g', 'u', 'ŋ']",Indonesian,0.25,Prehistorical
memegang,"['m', 'e', 'm', 'e', 'g', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
mengenai,"['m', 'e', 'ŋ', 'e', 'n', 'aɪ']",Indonesian,0.0,Prehistorical
mencubit,"['m', 'e', 'ɲ', 'u', 'b', 'i', 't']",Indonesian,0.0,Prehistorical
merasakan,"['m', 'e', 'r', 'a', 's', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
meraba,"['m', 'e', 'r', 'a', 'b', 'a']",Indonesian,0.0,Prehistorical
keras,"['k', 'e', 'r', 'a', 's']",Indonesian,0.0,Prehistorical
empuk,"['e', 'm', 'p', 'u', 'ʔ']",Indonesian,1.0,Modern
lembék,"['l', 'e', 'm', 'b', 'é/e', 'ʔ']",Indonesian,0.0,Prehistorical
lunak,"['l', 'u', 'n', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
lembut,"['l', 'e', 'm', 'b', 'u', 't']",Indonesian,0.0,Prehistorical
kasar,"['k', 'a', 's', 'a', 'r']",Indonesian,0.0,Prehistorical
halus,"['h', 'a', 'l', 'u', 's']",Indonesian,0.0,Prehistorical
licin,"['l', 'i', 'tʃ', 'i', 'n']",Indonesian,0.0,Prehistorical
mulus,"['m', 'u', 'l', 'u', 's']",Indonesian,0.0,Modern
tajam,"['t', 'a', 'dʒ', 'a', 'm']",Indonesian,0.0,Prehistorical
tumpul,"['t', 'u', 'm', 'p', 'u', 'l']",Indonesian,0.0,Prehistorical
majal,"['m', 'a', 'dʒ', 'a', 'l']",Indonesian,0.25,Modern
berat,"['b', 'e', 'r', 'a', 't']",Indonesian,0.0,Prehistorical
énténg,"['é/e', 'n', 't', 'é/e', 'ŋ']",Indonesian,1.0,Modern
ringan,"['r', 'i', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
basah,"['b', 'a', 's', 'a', 'h']",Indonesian,0.0,Prehistorical
kering,"['k', 'e', 'r', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
panas,"['p', 'a', 'n', 'a', 's']",Indonesian,0.0,Prehistorical
hangat,"['h', 'a', 'ŋ', 'a', 't']",Indonesian,0.0,Prehistorical
dingin,"['d', 'i', 'ŋ', 'i', 'n']",Indonesian,0.0,Prehistorical
bersih,"['b', 'e', 'r', 's', 'i', 'h']",Indonesian,0.0,Prehistorical
kotor,"['k', 'o', 't', 'o', 'r']",Indonesian,0.0,Prehistorical
kumuh,"['k', 'u', 'm', 'u', 'h']",Indonesian,0.75,Modern
cemar,"['tʃ', 'e', 'm', 'a', 'r']",Indonesian,0.0,Prehistorical
nyawa,"['ɲ', 'a', 'w', 'a']",Indonesian,0.0,Prehistorical
jiwa,"['dʒ', 'i', 'w', 'a']",Indonesian,1.0,Early Malay
arwah,"['a', 'r', 'w', 'a', 'h']",Indonesian,1.0,Early Malay
roh,"['r', 'o', 'h']",Indonesian,1.0,Early Malay
semangat,"['s', 'e', 'm', 'a', 'ŋ', 'a', 't']",Indonesian,0.0,Prehistorical
hantu,"['h', 'a', 'n', 't', 'u']",Indonesian,0.0,Prehistorical
héran,"['h', 'é/e', 'r', 'a', 'n']",Indonesian,1.0,Early Malay
kagét,"['k', 'a', 'g', 'é/e', 't']",Indonesian,1.0,Modern
terkejut,"['t', 'e', 'r', 'k', 'e', 'dʒ', 'u', 't']",Indonesian,0.0,Prehistorical
keberuntungan,"['k', 'e', 'b', 'e', 'r', 'u', 'n', 't', 'u', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
kemujuran,"['k', 'e', 'm', 'u', 'dʒ', 'u', 'r', 'a', 'n']",Indonesian,0.0,Modern
hoki,"['h', 'o', 'k', 'i']",Indonesian,1.0,Modern
kemalangan,"['k', 'e', 'm', 'a', 'l', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
"sial, kesialan","['s', 'i', 'a', 'l']",Indonesian,0.0,Prehistorical
celaka,"['tʃ', 'e', 'l', 'a', 'k', 'a']",Indonesian,0.75,Early Malay
sué,"['s', 'u', 'é/e']",Indonesian,1.0,Modern
